428 428 open
c -2175.79 -2533.91 65.71 -2172.69 -2535.18 65.88 -2178.90 -2532.63 65.54 10.08 8 trains_old_west01
c -2185.20 -2530.29 65.48 -2182.05 -2531.46 65.55 -2188.35 -2529.11 65.41 10.09 0
c -2194.69 -2526.86 65.27 -2191.53 -2528.01 65.34 -2197.84 -2525.71 65.20 10.08 0
c -2204.15 -2523.38 65.08 -2201.00 -2524.55 65.15 -2207.30 -2522.21 65.02 10.96 0
c -2214.41 -2519.54 64.88 -2211.25 -2520.70 64.94 -2217.57 -2518.38 64.81 9.22 8 trains_old_west_intersection02
c -2223.08 -2516.42 64.68 -2219.89 -2517.49 64.74 -2226.28 -2515.36 64.63 10.10 0
c -2232.66 -2513.22 64.52 -2229.45 -2514.23 64.59 -2235.88 -2512.22 64.45 10.11 0
c -2242.36 -2510.40 64.26 -2239.10 -2511.24 64.35 -2245.61 -2509.55 64.17 10.10 0
c -2252.20 -2508.15 63.95 -2248.90 -2508.81 64.06 -2255.50 -2507.48 63.84 10.10 0
c -2262.14 -2506.41 63.59 -2258.82 -2506.91 63.72 -2265.47 -2505.91 63.46 10.11 0
c -2272.16 -2505.15 63.18 -2268.81 -2505.51 63.32 -2275.50 -2504.78 63.04 10.10 0
c -2282.21 -2504.21 62.75 -2278.85 -2504.48 62.90 -2285.56 -2503.95 62.61 10.10 0
c -2292.28 -2503.54 62.31 -2288.92 -2503.73 62.46 -2295.63 -2503.34 62.17 10.10 0
c -2302.36 -2503.03 61.89 -2298.99 -2503.16 62.02 -2305.72 -2502.91 61.75 10.10 0
c -2312.45 -2502.77 61.49 -2309.08 -2502.79 61.61 -2315.81 -2502.74 61.36 10.10 0
c -2322.54 -2502.88 61.12 -2319.18 -2502.77 61.23 -2325.90 -2502.98 61.01 10.10 0
c -2332.62 -2503.42 60.80 -2329.27 -2503.18 60.90 -2335.98 -2503.66 60.70 10.10 0
c -2342.68 -2504.32 60.52 -2339.33 -2503.97 60.61 -2346.03 -2504.67 60.44 10.10 0
c -2352.71 -2505.52 60.29 -2349.37 -2505.09 60.36 -2356.05 -2505.95 60.22 10.10 0
c -2362.71 -2506.89 60.10 -2359.38 -2506.42 60.16 -2366.05 -2507.36 60.03 10.11 0
c -2372.71 -2508.34 59.93 -2369.38 -2507.87 59.98 -2376.05 -2508.81 59.88 10.11 0
c -2382.72 -2509.72 59.79 -2379.38 -2509.30 59.83 -2386.06 -2510.15 59.74 10.10 0
c -2392.75 -2510.90 59.67 -2389.40 -2510.57 59.70 -2396.10 -2511.23 59.63 10.10 0
c -2402.82 -2511.72 59.57 -2399.46 -2511.54 59.60 -2406.18 -2511.91 59.53 10.09 0
c -2412.91 -2512.00 59.48 -2409.55 -2512.03 59.51 -2416.28 -2511.98 59.46 10.10 0
c -2423.00 -2511.56 59.42 -2419.65 -2511.86 59.44 -2426.36 -2511.26 59.41 10.10 0
