479 460 close
c 2493.36 -1482.21 45.15 2495.37 -1482.21 45.15 2491.35 -1482.21 45.15 7.45 0
2485.91 -1482.18 45.14 7.24 0
c 2478.67 -1482.17 45.14 2481.32 -1482.08 45.15 2476.02 -1482.26 45.13 8.67 0
c 2470.02 -1482.73 45.10 2472.86 -1482.28 45.13 2467.18 -1483.17 45.07 8.67 0
c 2461.61 -1484.84 44.97 2464.57 -1483.84 45.01 2458.65 -1485.84 44.93 10.13 0
c 2452.26 -1488.74 44.88 2455.15 -1487.51 44.89 2449.38 -1489.96 44.86 8.68 0
c 2444.30 -1492.20 44.88 2446.92 -1491.04 44.88 2441.67 -1493.36 44.88 8.53 0
c 2436.52 -1495.70 44.88 2439.36 -1494.42 44.88 2433.69 -1496.98 44.88 10.12 0
c 2427.30 -1499.88 44.88 2430.05 -1498.66 44.87 2424.54 -1501.10 44.88 7.96 0
c 2419.98 -1503.01 44.92 2422.21 -1502.11 44.89 2417.74 -1503.92 44.94 6.51 0
c 2413.89 -1505.32 44.96 2416.28 -1504.50 44.93 2411.49 -1506.15 44.99 8.69 0
c 2405.61 -1507.95 44.95 2408.39 -1507.14 44.95 2402.84 -1508.76 44.95 8.68 0
c 2397.22 -1510.17 44.95 2400.25 -1509.49 44.94 2394.19 -1510.84 44.97 9.97 0
c 2387.42 -1512.00 45.02 2390.98 -1511.59 45.00 2383.86 -1512.41 45.03 11.57 0
c 2375.87 -1512.63 45.06 2379.49 -1512.46 45.05 2372.26 -1512.79 45.06 10.13 0
c 2365.75 -1512.98 45.07 2369.13 -1512.89 45.06 2362.37 -1513.07 45.09 10.13 0
c 2355.62 -1513.22 45.15 2359.00 -1513.16 45.13 2352.24 -1513.28 45.17 10.13 0
c 2345.49 -1513.34 45.21 2349.11 -1513.32 45.21 2341.87 -1513.35 45.21 11.58 0
c 2333.91 -1513.31 45.21 2337.75 -1513.35 45.21 2331.02 -1513.28 45.21 8.60 0
c 2325.31 -1513.18 45.21 2328.18 -1513.24 45.21 2324.38 -1513.16 45.21 9.49 4
c 2315.82 -1512.90 45.21 2318.07 -1512.98 45.21 2314.23 -1512.84 45.21 4.90 4
c 2310.92 -1512.69 45.21 2312.62 -1512.77 45.21 2306.83 -1512.50 45.21 13.02 0
c 2297.92 -1511.95 45.21 2302.01 -1512.23 45.21 2293.83 -1511.67 45.21 11.58 0
c 2286.38 -1511.01 45.21 2291.95 -1511.47 45.25 2280.81 -1510.55 45.17 21.96 0
c 2264.50 -1509.14 44.98 2271.33 -1509.30 45.03 2257.67 -1508.98 44.92 19.15 0
c 2245.37 -1510.03 44.87 2251.91 -1509.66 44.90 2238.83 -1510.40 44.85 20.17 0
c 2225.25 -1511.36 45.11 2231.73 -1510.79 45.13 2218.78 -1511.93 45.10 18.86 0
c 2206.51 -1513.46 45.05 2216.17 -1511.86 45.12 2196.84 -1515.06 44.99 39.98 0
c 2167.25 -1520.96 44.34 2180.16 -1518.07 44.50 2154.35 -1523.85 44.19 39.44 0
c 2129.06 -1530.79 44.14 2142.19 -1526.95 44.34 2115.93 -1534.64 43.94 42.70 0
c 2088.47 -1544.02 43.14 2101.60 -1539.51 43.47 2075.35 -1548.53 42.81 40.60 0
c 2050.31 -1557.86 42.15 2062.92 -1552.70 42.36 2037.70 -1563.02 41.94 41.23 0
c 2012.81 -1574.99 41.88 2024.81 -1568.63 42.00 2000.80 -1581.36 41.76 40.43 0
c 1978.30 -1596.04 41.43 1989.39 -1588.28 41.60 1967.21 -1603.81 41.27 40.96 0
c 1946.27 -1621.57 40.87 1957.47 -1613.98 40.73 1935.06 -1629.16 41.02 40.52 0
c 1911.08 -1641.61 42.29 1923.14 -1635.87 41.89 1899.02 -1647.35 42.70 39.87 0
c 1873.91 -1656.01 43.30 1887.07 -1651.50 42.89 1860.76 -1660.52 43.71 43.67 0
c 1832.13 -1668.64 44.75 1845.63 -1664.87 44.09 1818.63 -1672.42 45.42 40.53 0
c 1792.93 -1678.64 47.27 1806.84 -1677.33 46.52 1779.02 -1679.96 48.02 44.37 0
c 1748.65 -1676.54 49.26 1764.58 -1680.62 48.35 1732.72 -1672.46 50.16 56.07 0
c 1697.35 -1654.17 52.72 1714.65 -1662.77 51.43 1680.05 -1645.57 54.01 60.22 0
c 1644.87 -1624.94 57.01 1666.97 -1637.78 54.97 1622.77 -1612.10 59.05 93.69 0
