99 97 close
-2175.79 -2533.91 65.71 12.30 8 trains_old_west02
c -2179.03 -2522.05 65.27 -2179.12 -2526.89 65.45 -2178.94 -2517.21 65.10 14.41 0
-2174.31 -2508.44 64.95 14.56 8 trains_old_west_intersection02
c -2163.06 -2499.20 64.77 -2166.90 -2502.42 64.83 -2155.91 -2493.20 64.66 28.48 0
c -2141.55 -2480.54 64.39 -2150.64 -2488.49 64.78 -2132.47 -2472.59 63.99 43.75 0
c -2108.62 -2451.80 62.39 -2116.93 -2458.52 62.87 -2100.31 -2445.08 61.91 31.68 0
c -2082.92 -2433.31 61.18 -2089.76 -2438.09 61.51 -2076.07 -2428.53 60.84 18.45 0
c -2067.55 -2423.14 60.41 -2074.36 -2427.62 60.75 -2060.74 -2418.66 60.06 30.53 0
c -2042.03 -2406.43 59.09 -2050.23 -2411.87 59.32 -2033.84 -2400.99 58.85 27.04 0
c -2018.93 -2392.39 58.29 -2025.90 -2396.33 58.57 -2011.96 -2388.46 58.01 13.25 0
c -2007.12 -2386.41 57.68 -2011.84 -2388.72 57.95 -2002.41 -2384.10 57.40 18.30 0
c -1990.63 -2378.55 56.65 -1995.57 -2380.85 57.01 -1985.68 -2376.25 56.30 16.21 0
c -1976.17 -2371.25 55.98 -1980.68 -2373.65 56.18 -1971.65 -2368.86 55.79 13.34 0
c -1964.52 -2364.78 55.43 -1968.21 -2366.98 55.59 -1960.82 -2362.59 55.28 10.48 0
c -1955.60 -2359.30 54.98 -1959.31 -2361.63 55.14 -1951.90 -2356.97 54.82 15.81 0
c -1942.27 -2350.81 54.47 -1946.65 -2353.73 54.66 -1937.89 -2347.90 54.29 15.78 0
c -1929.33 -2341.79 53.87 -1933.69 -2344.60 54.06 -1924.97 -2338.97 53.67 15.39 0
c -1916.12 -2333.92 53.31 -1920.69 -2336.44 53.53 -1911.56 -2331.39 53.09 15.96 0
c -1901.94 -2326.63 52.55 -1906.81 -2328.92 52.79 -1897.08 -2324.34 52.30 16.37 0
c -1886.91 -2320.17 51.84 -1891.85 -2322.16 52.05 -1881.97 -2318.18 51.62 15.61 0
c -1872.29 -2314.72 51.26 -1877.21 -2316.50 51.47 -1867.38 -2312.93 51.04 15.79 0
c -1857.41 -2309.48 50.54 -1862.41 -2311.16 50.78 -1852.42 -2307.80 50.31 15.85 0
c -1842.33 -2304.64 49.84 -1847.50 -2306.16 50.09 -1837.16 -2303.11 49.59 16.53 0
c -1826.39 -2300.33 49.03 -1831.64 -2301.59 49.30 -1821.14 -2299.08 48.76 15.91 0
c -1810.83 -2297.10 48.20 -1815.76 -2298.13 48.47 -1805.90 -2296.07 47.94 14.35 0
c -1796.81 -2294.14 47.45 -1801.20 -2294.87 47.65 -1792.42 -2293.42 47.24 12.43 0
c -1784.47 -2292.73 46.99 -1788.30 -2292.99 47.17 -1779.33 -2292.39 46.76 14.24 0
c -1770.27 -2291.93 46.30 -1774.60 -2292.12 46.53 -1765.94 -2291.74 46.07 11.80 0
c -1758.49 -2291.58 45.62 -1762.20 -2291.70 45.84 -1754.77 -2291.46 45.40 10.54 0
c -1747.97 -2291.22 45.00 -1752.58 -2291.27 45.26 -1743.37 -2291.16 44.74 17.15 0
c -1730.85 -2291.24 44.05 -1736.25 -2291.23 44.26 -1725.44 -2291.26 43.85 15.30 0
c -1715.55 -2291.31 43.77 -1722.08 -2291.26 43.78 -1709.02 -2291.35 43.75 23.87 0
c -1691.68 -2291.50 43.97 -1698.26 -2291.11 43.93 -1685.10 -2291.89 44.00 15.76 0
c -1676.07 -2293.64 43.97 -1681.20 -2292.62 43.96 -1670.95 -2294.67 43.98 15.66 0
c -1660.94 -2297.67 44.01 -1666.04 -2295.73 43.96 -1655.81 -2299.44 44.06 18.91 0
c -1644.11 -2306.30 44.20 -1648.93 -2302.79 44.18 -1638.99 -2309.92 44.32 15.93 0
c -1632.19 -2316.86 44.37 -1635.14 -2313.19 44.36 -1627.31 -2323.57 44.38 14.08 0
c -1626.82 -2329.88 44.33 -1627.05 -2328.67 44.35 -1626.64 -2331.18 44.30 9.68 8 spooni02
c -1625.48 -2339.47 44.17 -1625.80 -2336.94 44.19 -1625.25 -2341.97 44.17 13.59 0
c -1624.62 -2353.03 44.09 -1624.80 -2345.96 44.17 -1624.49 -2357.58 44.09 12.94 0
c -1624.81 -2365.97 44.18 -1624.51 -2360.55 44.04 -1625.12 -2371.40 44.33 18.63 0
c -1627.24 -2384.42 45.00 -1625.53 -2377.24 44.64 -1628.96 -2391.60 45.37 13.24 0
c -1630.41 -2397.25 45.79 -1629.54 -2394.00 45.54 -1631.29 -2400.51 46.04 7.02 0
c -1632.59 -2403.90 46.40 -1631.50 -2400.47 46.08 -1633.68 -2407.33 46.72 17.26 0
c -1638.91 -2419.90 47.85 -1636.13 -2413.27 47.28 -1641.69 -2426.52 48.43 27.04 0
c -1651.35 -2443.85 49.55 -1648.40 -2438.98 49.37 -1654.29 -2448.73 49.73 17.53 0
c -1659.88 -2459.16 49.92 -1657.40 -2454.32 49.93 -1662.35 -2464.01 49.90 15.09 8 trains_old_west01
c -1666.42 -2472.76 50.19 -1662.99 -2465.04 50.06 -1669.86 -2480.49 50.31 34.69 0
c -1677.42 -2505.63 51.58 -1674.22 -2494.55 50.58 -1680.61 -2516.68 52.58 28.99 0
c -1684.12 -2533.66 54.74 -1682.38 -2526.39 53.64 -1685.86 -2540.96 55.84 16.31 0
c -1687.83 -2549.28 57.61 -1686.64 -2544.05 56.65 -1689.02 -2554.52 58.58 16.29 0
c -1691.05 -2565.01 60.36 -1689.82 -2558.54 59.38 -1692.29 -2571.46 61.33 20.54 0
c -1695.22 -2585.05 62.09 -1693.54 -2578.74 61.81 -1696.85 -2591.21 62.36 25.26 0
c -1704.10 -2608.67 63.31 -1699.78 -2601.50 63.05 -1708.42 -2615.85 63.58 25.25 0
c -1721.55 -2626.90 64.27 -1713.73 -2622.52 64.03 -1729.37 -2631.29 64.52 17.76 0
c -1738.12 -2633.28 64.72 -1733.47 -2632.43 64.63 -1743.81 -2634.31 64.84 18.09 0
c -1756.21 -2633.00 64.88 -1749.62 -2634.65 64.84 -1762.52 -2631.42 64.91 10.09 0
c -1766.03 -2630.67 64.99 -1762.74 -2631.48 64.92 -1769.33 -2629.87 65.05 10.09 0
c -1775.80 -2628.15 65.26 -1772.53 -2628.93 65.18 -1779.06 -2627.37 65.34 10.08 0
c -1785.64 -2625.98 65.47 -1782.35 -2626.66 65.41 -1788.94 -2625.30 65.54 10.09 0
c -1795.55 -2624.09 65.63 -1792.24 -2624.71 65.58 -1798.85 -2623.47 65.67 10.09 0
c -1805.47 -2622.27 65.76 -1802.16 -2622.86 65.72 -1808.78 -2621.69 65.81 10.08 0
c -1815.41 -2620.59 65.88 -1812.09 -2621.12 65.85 -1818.73 -2620.05 65.91 10.09 8 trains_old_west01
c -1825.38 -2619.04 65.97 -1822.05 -2619.54 65.94 -1828.71 -2618.55 65.99 10.09 0
c -1835.37 -2617.62 66.02 -1832.04 -2618.08 66.01 -1838.70 -2617.16 66.04 10.08 0
c -1845.36 -2616.26 66.06 -1842.03 -2616.70 66.05 -1848.69 -2615.82 66.07 10.09 0
c -1855.37 -2615.00 66.09 -1852.03 -2615.40 66.08 -1858.70 -2614.59 66.10 10.09 0
c -1865.39 -2613.84 66.11 -1862.04 -2614.21 66.10 -1868.73 -2613.47 66.12 10.09 0
c -1875.42 -2612.77 66.14 -1872.07 -2613.12 66.13 -1878.76 -2612.42 66.15 10.08 0
c -1885.45 -2611.74 66.18 -1882.10 -2612.08 66.16 -1888.79 -2611.40 66.19 10.09 0
c -1895.49 -2610.73 66.23 -1892.14 -2611.07 66.21 -1898.83 -2610.39 66.25 10.08 0
c -1905.52 -2609.70 66.29 -1902.17 -2610.05 66.27 -1908.86 -2609.36 66.31 10.09 0
c -1915.55 -2608.65 66.37 -1912.21 -2608.99 66.34 -1918.89 -2608.30 66.40 10.08 0
c -1925.58 -2607.62 66.46 -1922.24 -2607.95 66.43 -1928.93 -2607.29 66.50 10.09 0
c -1935.62 -2606.67 66.59 -1932.28 -2606.98 66.54 -1938.97 -2606.35 66.63 10.09 0
c -1945.66 -2605.72 66.73 -1942.32 -2606.06 66.68 -1949.01 -2605.38 66.78 10.09 0
c -1955.69 -2604.62 66.88 -1952.35 -2605.03 66.83 -1959.03 -2604.21 66.93 10.08 0
c -1965.68 -2603.27 67.03 -1962.36 -2603.77 66.98 -1969.01 -2602.77 67.08 10.09 0
c -1975.63 -2601.60 67.17 -1972.32 -2602.22 67.12 -1978.93 -2600.99 67.21 10.08 0
c -1985.51 -2599.58 67.28 -1982.23 -2600.31 67.25 -1988.79 -2598.85 67.32 10.08 0
c -1995.32 -2597.25 67.39 -1992.06 -2598.07 67.36 -1998.58 -2596.43 67.42 10.09 0
c -2005.07 -2594.67 67.47 -2001.83 -2595.56 67.45 -2008.32 -2593.78 67.50 10.09 0
c -2014.78 -2591.93 67.55 -2011.55 -2592.85 67.52 -2018.01 -2591.01 67.57 10.09 0
c -2024.47 -2589.13 67.61 -2021.24 -2590.07 67.59 -2027.70 -2588.20 67.64 10.08 0
c -2034.16 -2586.34 67.68 -2030.93 -2587.27 67.66 -2037.39 -2585.40 67.70 10.09 0
c -2043.85 -2583.53 67.75 -2040.62 -2584.47 67.72 -2047.08 -2582.59 67.77 10.09 0
c -2053.53 -2580.70 67.82 -2050.31 -2581.66 67.79 -2056.75 -2579.75 67.84 10.08 0
c -2063.19 -2577.81 67.89 -2059.98 -2578.79 67.86 -2066.41 -2576.83 67.91 10.09 0
c -2072.83 -2574.82 67.96 -2069.62 -2575.84 67.94 -2076.03 -2573.81 67.98 10.08 8 trains_old_west01
c -2082.42 -2571.72 68.02 -2079.23 -2572.77 68.00 -2085.61 -2570.67 68.03 10.08 0
c -2091.98 -2568.51 68.05 -2088.80 -2569.60 68.04 -2095.16 -2567.42 68.06 10.10 0
c -2101.51 -2565.18 68.06 -2098.34 -2566.32 68.06 -2104.67 -2564.05 68.06 10.08 0
c -2110.97 -2561.70 68.05 -2107.83 -2562.89 68.05 -2114.11 -2560.50 68.05 10.08 0
c -2120.35 -2558.00 68.05 -2117.24 -2559.26 68.06 -2123.47 -2556.73 68.05 10.09 0
c -2129.66 -2554.11 68.03 -2126.57 -2555.43 68.05 -2132.76 -2552.80 68.00 10.08 0
c -2138.91 -2550.10 67.90 -2135.83 -2551.45 67.97 -2142.00 -2548.75 67.84 10.09 0
c -2148.14 -2546.04 67.63 -2145.07 -2547.40 67.76 -2151.22 -2544.68 67.50 10.09 0
c -2157.35 -2541.96 67.12 -2154.28 -2543.31 67.31 -2160.43 -2540.61 66.93 10.09 0
c -2166.59 -2537.95 66.48 -2163.51 -2539.30 66.71 -2169.66 -2536.61 66.24 10.08 0
