80 78 open
-2510.03 -2372.82 60.04 11.70 8 trains_old_west02
c -2508.17 -2361.28 60.53 -2509.30 -2367.37 60.27 -2506.49 -2353.96 60.91 20.05 0
c -2501.90 -2342.27 61.75 -2503.48 -2345.53 61.48 -2500.35 -2339.24 62.05 28.84 0
c -2485.74 -2318.43 63.19 -2490.61 -2324.85 63.01 -2480.73 -2311.96 63.29 29.54 0
c -2467.01 -2295.59 63.70 -2475.09 -2304.97 63.43 -2457.82 -2285.21 63.96 40.98 0
c -2438.39 -2266.27 64.61 -2447.79 -2275.02 64.28 -2431.41 -2259.82 64.89 33.68 0
c -2411.70 -2245.75 65.70 -2421.31 -2251.90 65.31 -2404.71 -2241.43 66.01 21.84 0
c -2392.36 -2235.63 66.55 -2399.06 -2238.56 66.25 -2385.13 -2232.76 66.87 22.61 0
c -2370.33 -2230.63 67.50 -2376.68 -2230.84 67.23 -2364.12 -2230.55 67.75 20.98 0
c -2349.41 -2229.24 68.28 -2357.82 -2230.20 67.99 -2340.07 -2227.83 68.58 26.16 0
c -2323.92 -2223.40 69.04 -2331.33 -2225.66 68.84 -2313.05 -2219.83 69.31 26.63 0
c -2299.55 -2212.67 69.67 -2305.98 -2216.42 69.51 -2289.97 -2207.02 69.91 23.67 0
c -2280.58 -2198.52 70.17 -2286.35 -2203.79 70.01 -2273.17 -2191.03 70.35 26.42 0
c -2265.18 -2177.06 70.71 -2269.12 -2185.23 70.53 -2261.33 -2168.18 70.85 23.88 0
c -2259.27 -2153.93 71.18 -2259.70 -2160.62 71.11 -2258.87 -2140.91 71.44 33.06 0
c -2258.14 -2120.90 71.91 -2258.65 -2132.28 71.63 -2257.44 -2107.85 72.26 33.02 0
c -2256.10 -2087.96 72.80 -2256.90 -2099.12 72.50 -2255.63 -2080.95 72.99 86.48 0
c -2249.09 -2001.79 75.09 -2249.41 -2004.84 74.96 -2248.84 -1998.59 75.20 21.38 4
c -2246.30 -1980.62 76.21 -2247.70 -1988.90 75.51 -2245.14 -1975.11 76.51 21.62 4
c -2240.77 -1959.76 77.59 -2243.42 -1968.54 76.92 -2238.72 -1953.81 78.14 21.80 4
c -2232.78 -1939.58 79.65 -2235.43 -1945.50 78.99 -2229.86 -1933.44 80.39 25.43 4
c -2220.92 -1917.27 82.53 -2225.48 -1925.13 81.45 -2217.13 -1911.12 83.42 22.09 4
c -2208.87 -1898.96 85.29 -2212.78 -1904.52 84.41 -2205.53 -1894.32 86.04 19.06 4
c -2197.37 -1883.97 87.79 -2201.15 -1888.54 87.00 -2193.83 -1879.58 88.55 20.89 4
c -2183.96 -1868.20 90.59 -2189.49 -1874.56 89.45 -2178.07 -1861.70 91.78 27.39 4
c -2165.22 -1848.57 94.27 -2171.48 -1854.80 93.08 -2159.22 -1842.52 95.41 28.32 4
c -2144.98 -1829.12 97.99 -2150.93 -1834.57 96.94 -2138.20 -1822.90 99.17 28.91 4
c -2123.62 -1809.97 101.60 -2130.97 -1816.37 100.40 -2117.39 -1804.54 102.60 38.76 4
c -2094.18 -1785.15 106.02 -2108.98 -1797.52 103.88 -2079.35 -1772.91 108.00 44.21 4
c -2060.09 -1757.32 110.28 -2071.07 -1766.25 109.02 -2049.60 -1748.79 111.37 38.04 4
c -2030.61 -1733.45 113.08 -2039.57 -1740.78 112.31 -2022.52 -1726.87 113.68 25.96 4
c -2010.65 -1716.90 114.43 -2016.39 -1721.72 114.09 -2004.06 -1711.49 114.77 30.59 4
c -1987.31 -1697.15 115.26 -1996.41 -1704.96 115.09 -1980.68 -1691.23 115.53 23.58 4
c -1969.84 -1681.32 115.58 -1974.54 -1686.21 115.57 -1964.89 -1675.83 115.57 24.07 4
c -1956.83 -1661.07 115.53 -1961.33 -1670.82 115.56 -1953.24 -1651.68 115.52 21.92 0
c -1950.84 -1639.98 115.38 -1952.39 -1648.31 115.42 -1949.74 -1631.39 115.21 26.22 0
